,Player,stat,lower_iqr,median,mean,higher_iqr
7069,Brendan Shanahan*\shanabr01,pp_g_gp,0.17811956064910803,0.20543341254582345,0.20958867950216462,0.23818167720840014
7070,Brendan Shanahan*\shanabr01,even_a_gp,0.1950469158589348,0.22074321655038195,0.2235465381466829,0.24991411188707519
7071,Brendan Shanahan*\shanabr01,fow_perc,0.2630574134684684,0.39876354495833916,0.45765497021977986,0.6033065025738238
7072,Brendan Shanahan*\shanabr01,sh_perc,0.09328122045484324,0.09794304159610903,0.09821223241213849,0.10297775554002823
7073,Brendan Shanahan*\shanabr01,pim_gp,0.11299025233128428,0.298462865773487,0.6013295703019628,0.7976063387686032
7074,Cody Eakin\eakinco01,hits_gp,0.20566192471354144,0.5298655505701212,0.9385275315751566,1.2952427154615023
7075,Cody Eakin\eakinco01,even_g_gp,0.11163159460247962,0.12462434930602775,0.12589119331879187,0.13925238123447353
7076,Cody Eakin\eakinco01,blocks_gp,0.31509966259656125,0.48009118424072506,0.5578253360622607,0.7381449943392955
7077,Cody Eakin\eakinco01,pp_a_gp,0.03288180976550985,0.03333366075073143,0.03334166881660345,0.033799920863186124
7078,Cody Eakin\eakinco01,pp_g_gp,0.02343536929548138,0.024372356232251476,0.024409118262486353,0.02536708797427941
7079,Cody Eakin\eakinco01,even_a_gp,0.141323692648792,0.16989187764200336,0.17553735190752168,0.2060546751623564
7080,Cody Eakin\eakinco01,fow_perc,0.49095224964812567,0.5168704693147835,0.5184845875071009,0.5451558643771635
7081,Cody Eakin\eakinco01,sh_perc,0.09484466835730171,0.1024164498869223,0.10313810335075227,0.11103236544971624
7082,Cody Eakin\eakinco01,pim_gp,0.11463324688229241,0.21317781167065616,0.27768765774606813,0.3730183198200731
7083,George Parros\parroge01,hits_gp,0.24612255636641736,0.4771275213079916,0.6327404081481895,0.8803145418968317
7084,George Parros\parroge01,even_g_gp,0.024373967162154765,0.02558725061217868,0.025630514777832705,0.026848219905181277
7085,George Parros\parroge01,blocks_gp,0.17939001038657695,0.2184205872221095,0.22577134102598287,0.2658068130270012
7086,George Parros\parroge01,pp_a_gp,0.0,0.0,0.0,0.0
7087,George Parros\parroge01,pp_g_gp,0.0,0.0,0.0,0.0
7088,George Parros\parroge01,even_a_gp,0.04330856486046795,0.04553850666341421,0.04557931342392827,0.04778581014000762
7089,George Parros\parroge01,fow_perc,0.20672651010857596,0.2452603482910486,0.25187105504250473,0.2919034604159815
7090,George Parros\parroge01,sh_perc,0.05682347738463116,0.06235364250126751,0.06278011143322194,0.06840447535074763
7091,George Parros\parroge01,pim_gp,-10.838327508618658,0.06918394942625525,-9.721575602874518,10.79271540293359
7092,Philippe Dupuis\dupuiph01,hits_gp,0.005183527371262779,0.23269742704620883,1.0068634706770756,1.5428136735474234
7093,Philippe Dupuis\dupuiph01,even_g_gp,0.0,0.0,0.0,0.0
7094,Philippe Dupuis\dupuiph01,blocks_gp,0.09337233631449943,0.23220663397490474,0.44743497678420374,0.580749978780639
7095,Philippe Dupuis\dupuiph01,pp_a_gp,0.0,0.0,0.0,0.0
7096,Philippe Dupuis\dupuiph01,pp_g_gp,0.0,0.0,0.0,0.0
7097,Philippe Dupuis\dupuiph01,even_a_gp,0.11579633645751192,0.13457857017501884,0.13658809882352738,0.1551175740950284
7098,Philippe Dupuis\dupuiph01,fow_perc,0.4583734891190819,0.49325049448155567,0.49481656968558774,0.529306625043849
7099,Philippe Dupuis\dupuiph01,sh_perc,0.0,0.0,0.0,0.0
7100,Philippe Dupuis\dupuiph01,pim_gp,0.5068350122015767,0.5325667333172053,0.5336246383564662,0.5597010689154108
7101,Brian Sutherby\suthebr01,hits_gp,0.5450960300277321,1.0556048790243941,1.4906032531829734,2.0785389154825604
7102,Brian Sutherby\suthebr01,even_g_gp,0.035108806402264596,0.039236048069190115,0.039603347073813897,0.043722924708770664
7103,Brian Sutherby\suthebr01,blocks_gp,0.14821936712925088,0.17308510834940286,0.17631243788253226,0.20139894474854478
7104,Brian Sutherby\suthebr01,pp_a_gp,0.0,0.0,0.0,0.0
7105,Brian Sutherby\suthebr01,pp_g_gp,0.014492753623188066,0.014492753623188066,0.014492753623188066,0.014492753623188066
7106,Brian Sutherby\suthebr01,even_a_gp,0.03269496181199652,0.03846167453530379,0.03930951195094612,0.045143662556701096
7107,Brian Sutherby\suthebr01,fow_perc,0.4842701738711459,0.5780351339433455,0.5939035837318623,0.691736486644015
7108,Brian Sutherby\suthebr01,sh_perc,0.05639128760859281,0.06255933275409566,0.06309375456769056,0.06927220928034186
7109,Brian Sutherby\suthebr01,pim_gp,0.6852694007628121,0.993974711008084,1.150230945492698,1.4887240192115434
7110,Rasmus Rissanen\rissara01,hits_gp,0.0,0.0,0.0,0.0
7111,Rasmus Rissanen\rissara01,even_g_gp,0.0,0.0,0.0,0.0
7112,Rasmus Rissanen\rissara01,blocks_gp,0.0,0.0,0.0,0.0
7113,Rasmus Rissanen\rissara01,pp_a_gp,0.0,0.0,0.0,0.0
7114,Rasmus Rissanen\rissara01,pp_g_gp,0.0,0.0,0.0,0.0
7115,Rasmus Rissanen\rissara01,even_a_gp,0.0,0.0,0.0,0.0
7116,Rasmus Rissanen\rissara01,fow_perc,0.0,0.0,0.0,0.0
7117,Rasmus Rissanen\rissara01,sh_perc,0.0,0.0,0.0,0.0
7118,Rasmus Rissanen\rissara01,pim_gp,0.0,0.0,0.0,0.0
7119,Michal Rozsival\rozsimi01,hits_gp,0.4978355437970649,1.1844123826294721,1.8565513487154859,2.6069317375872965
7120,Michal Rozsival\rozsimi01,even_g_gp,0.0430451024271643,0.04507432088142498,0.04514691994470409,0.04714792534729577
7121,Michal Rozsival\rozsimi01,blocks_gp,0.38258144664508464,0.7530028887275603,1.0777428286049298,1.4976804310702447
7122,Michal Rozsival\rozsimi01,pp_a_gp,0.034113677689877935,0.03881303148006213,0.03927990479340578,0.0440143812325833
7123,Michal Rozsival\rozsimi01,pp_g_gp,0.028547309351424126,0.03071688392074784,0.030822637879306024,0.03297285456658918
7124,Michal Rozsival\rozsimi01,even_a_gp,0.07253141488432857,0.08801480042186256,0.09057835608800147,0.1063587834081602
7125,Michal Rozsival\rozsimi01,fow_perc,0.0,0.0,0.0,0.0
